Date,Open,High,Low,Close,Adj Close,Volume
1/1/2000,182.409393,185.876678,142.309479,164.017700,134.223328,82272300.00
2/1/2000,166.128220,211.353683,160.625793,207.434143,169.752945,70130100.00
3/1/2000,206.831146,222.660065,168.690994,176.077820,144.092667,107189400.00
4/1/2000,172.459793,190.474594,125.726807,143.515488,117.512177,133604100.00
5/1/2000,147.133530,149.093292,103.717072,113.063675,92.577896,130987500.00
6/1/2000,116.983215,142.686356,104.470833,109.671761,89.800514,119536600.00
7/1/2000,108.088867,143.816986,106.958237,120.299744,98.534103,86314800.00
8/1/2000,124.596169,134.771896,120.299744,131.153854,107.424393,67950100.00
9/1/2000,132.284500,133.867386,98.591522,104.696960,85.754326,70275100.00
10/1/2000,105.375343,107.862740,72.360748,90.224808,73.925713,116666100.00
11/1/2000,87.737411,94.973488,70.551735,72.586876,59.474079,63893600.00
12/1/2000,72.360748,79.596825,57.210217,73.265259,60.029903,97634400.00
1/1/2001,73.943642,90.903191,71.682365,82.527435,67.654831,84063100.00
2/1/2001,80.863136,84.083191,54.270561,54.885628,44.994461,69110400.00
3/1/2001,54.379105,66.318626,50.399261,51.593216,42.295380,78252800.00
4/1/2001,52.099739,59.335815,37.989395,56.260483,46.155563,110562300.00
5/1/2001,55.211254,61.506638,50.869606,53.185150,43.632591,53446200.00
6/1/2001,52.678627,60.602127,46.310879,59.914700,49.153450,61803800.00
7/1/2001,59.697620,70.370827,51.557034,67.621124,55.519569,74155700.00
8/1/2001,68.742714,70.515549,59.118732,62.953854,51.687557,54448200.00
9/1/2001,62.411148,65.486481,48.771145,56.441383,46.340580,55657400.00
10/1/2001,55.717777,65.124672,51.557034,59.227272,48.793430,80890400.00
11/1/2001,60.204144,68.127647,57.888599,59.842339,49.300144,62050700.00
12/1/2001,59.154915,65.197037,53.185150,54.342922,44.769547,64241600.00
1/1/2002,54.596188,58.756927,46.238518,48.156078,39.698696,73553500.00
2/1/2002,48.047539,49.820377,37.989395,47.034489,38.774094,61176500.00
3/1/2002,48.228439,54.487644,47.034489,51.376133,42.353245,53044900.00
4/1/2002,50.869606,59.082554,47.577194,55.717777,45.967548,72249300.00
5/1/2002,56.151943,61.940804,52.027378,57.852421,47.728657,55806700.00
6/1/2002,56.947910,61.434277,48.662605,52.787167,43.549770,71799500.00
7/1/2002,53.366055,58.069500,37.953213,41.969234,34.651413,100164500.00
8/1/2002,41.969234,49.784195,37.084885,43.416451,35.846287,57304600.00
9/1/2002,41.788334,46.310879,35.492947,36.831623,30.409613,53953400.00
10/1/2002,37.301968,39.436607,26.411674,33.177402,27.417213,126022100.00
11/1/2002,32.526157,42.765202,30.210613,40.666740,33.606247,70644100.00
12/1/2002,43.054646,44.320961,30.608597,31.296024,25.862469,69033200.00
1/1/2003,32.272896,36.469818,28.691038,28.871939,23.886786,72265100.00
2/1/2003,29.269924,31.042761,27.786528,30.463875,25.203857,47298300.00
3/1/2003,30.753319,31.440746,28.256872,29.884991,24.724924,59854800.00
4/1/2003,29.884991,31.730188,27.424725,28.618677,23.710110,83357600.00
5/1/2003,28.654858,33.575390,28.473955,30.825680,25.538572,99165200.00
6/1/2003,31.621647,35.818573,30.174433,34.118095,28.266281,100357600.00
7/1/2003,33.466846,39.798412,31.404566,32.707058,27.132141,79428900.00
8/1/2003,32.779419,39.291885,32.743240,38.821541,32.204422,64918200.00
9/1/2003,39.255707,46.129978,37.953213,43.235550,35.866047,123498800.00
10/1/2003,43.307907,52.099739,42.801384,48.952049,40.650215,101498000.00
11/1/2003,49.132950,51.593216,45.225468,50.797245,42.182480,64049700.00
12/1/2003,51.159050,51.339951,44.827484,50.652527,42.062309,86868200.00
1/1/2004,51.557034,63.315655,51.339951,59.987061,49.857708,100792600.00
2/1/2004,60.167965,67.657303,57.635338,66.752792,55.480984,73481700.00
3/1/2004,66.644249,68.380905,56.441383,63.677460,52.924946,81909600.00
4/1/2004,64.943771,75.580803,58.539848,66.029182,54.915390,129464500.00
5/1/2004,66.861336,72.541649,65.052315,71.528603,59.489155,68609100.00
6/1/2004,70.985893,74.061226,62.411148,66.029182,54.915390,95896400.00
7/1/2004,66.499527,66.535713,53.510777,57.635338,47.961025,99873500.00
8/1/2004,57.237354,60.385044,50.037460,58.431305,48.623375,58410800.00
9/1/2004,57.599155,65.667381,54.089661,65.269394,54.313683,80190800.00
10/1/2004,65.848282,70.443192,59.552898,62.447327,51.999744,78739400.00
11/1/2004,62.447327,70.877357,59.118732,69.683403,58.025204,91888900.00
12/1/2004,70.009026,75.392624,65.488503,69.530998,57.898296,91932900.00
1/1/2005,69.773552,70.824600,61.243874,63.628948,53.015770,91095000.00
2/1/2005,63.669376,67.711876,61.041752,63.305550,52.746342,52681000.00
3/1/2005,63.224701,65.609772,59.384323,60.516224,50.422256,83707300.00
4/1/2005,61.122601,64.599152,58.535400,62.011951,51.701683,67365200.00
5/1/2005,62.011951,71.228851,61.607700,70.218224,58.543549,70968100.00
6/1/2005,69.935249,77.818123,69.733124,73.816048,61.543167,72996200.00
7/1/2005,74.018173,86.873322,72.967125,85.620148,71.423851,116168400.00
8/1/2005,85.296753,90.147751,82.467003,88.449898,73.784409,87281900.00
9/1/2005,87.964798,96.979576,87.641403,89.056274,74.290253,97238200.00
10/1/2005,89.783928,92.007301,78.626625,89.581802,74.760963,110911100.00
11/1/2005,89.339249,101.022072,88.247772,97.383827,81.272179,93205400.00
12/1/2005,97.990196,99.728477,89.783928,91.320076,76.211662,81556000.00
1/1/2006,92.532822,99.728477,89.460526,91.805176,76.649231,105907300.00
2/1/2006,91.077522,92.492401,82.547852,86.509499,72.227783,82701400.00
3/1/2006,86.469078,94.149826,81.739349,92.613678,77.324257,107416600.00
4/1/2006,93.664726,97.990196,85.943550,86.307373,72.093224,89429500.00
5/1/2006,85.620148,93.017921,81.496803,85.256325,71.215286,107803900.00
6/1/2006,85.135048,89.137123,76.847923,81.456375,68.041130,100086200.00
7/1/2006,81.496803,92.654099,75.433052,92.007301,76.902603,109969200.00
8/1/2006,91.239227,97.666801,89.743500,94.513649,78.997490,93806300.00
9/1/2006,94.917900,103.285873,90.066902,101.062500,84.471260,87561700.00
10/1/2006,99.728477,106.317749,92.330704,93.220047,77.955788,111270600.00
11/1/2006,93.786003,94.715775,85.013779,89.622223,74.947090,139462100.00
12/1/2006,89.379677,91.158379,81.537224,83.113800,69.504387,114094700.00
1/1/2007,83.679749,84.528671,72.360748,80.243622,67.144104,248268700.00
2/1/2007,80.567024,80.769150,73.775627,74.867104,62.645267,115191700.00
3/1/2007,75.150078,77.575577,70.541626,71.430977,59.770092,226968600.00
4/1/2007,71.148003,74.543701,70.016098,70.056526,58.659149,133955400.00
5/1/2007,70.339500,77.535149,70.177803,73.533073,61.570084,184004400.00
6/1/2007,73.977753,75.069221,71.067146,71.552254,59.911526,129055500.00
7/1/2007,71.350128,74.099022,67.792725,68.682076,57.548367,149429300.00
8/1/2007,67.994850,69.652275,63.103424,68.520378,57.412899,143423100.00
9/1/2007,69.005478,76.322403,67.428902,74.907524,62.764645,104186600.00
10/1/2007,74.786247,79.556396,73.209679,75.958572,63.690826,104876700.00
11/1/2007,75.150078,75.837303,60.111977,64.558723,54.132103,110281900.00
12/1/2007,63.750225,67.509750,61.526852,64.841698,54.369370,84254000.00
1/1/2008,64.720428,65.488503,38.120773,46.488750,39.010357,213088300.00
2/1/2008,52.148251,52.431225,39.737774,40.303726,33.820290,151879200.00
3/1/2008,40.627125,42.001575,36.301651,37.595249,31.547512,143428600.00
4/1/2008,38.403751,40.788826,35.776127,40.263302,33.828167,130340300.00
5/1/2008,40.263302,41.961151,36.463348,37.716526,31.688448,90639200.00
6/1/2008,37.595249,38.080349,29.106001,29.671949,24.929592,160205100.00
7/1/2008,29.308125,35.735699,26.761351,34.927200,29.385756,148095200.00
8/1/2008,35.574001,42.446251,34.603802,38.080349,32.038628,142178800.00
9/1/2008,38.646301,39.373951,26.357100,28.863449,24.284058,139934600.00
10/1/2008,28.661325,30.157049,16.170000,21.708225,18.291286,172977800.00
11/1/2008,21.586950,21.627375,12.127500,17.423176,14.680717,142097700.00
12/1/2008,17.140200,18.231674,15.563625,17.908276,15.089459,107907000.00
1/1/2009,17.989124,20.010374,16.291275,17.908276,15.133815,89971400.00
2/1/2009,17.625299,18.757200,13.744500,14.229600,12.025064,124360700.00
3/1/2009,13.906200,18.393375,12.046650,17.099775,14.450575,109610200.00
4/1/2009,16.574249,24.295425,16.412550,22.355024,18.891647,112341000.00
5/1/2009,22.233749,26.276251,20.697599,24.497549,20.702242,105754900.00
6/1/2009,24.861376,28.095375,23.931601,26.801775,22.649481,135592500.00
7/1/2009,26.842199,31.046400,23.891174,28.944300,24.460073,119248400.00
8/1/2009,29.308125,30.844275,28.176226,29.025150,24.528397,106380600.00
9/1/2009,29.752800,38.201626,28.297501,34.725075,29.345253,199143900.00
10/1/2009,34.401676,36.261227,31.167675,34.644226,29.276939,198123200.00
11/1/2009,36.261227,37.837799,31.814474,32.380424,27.363852,202100600.00
12/1/2009,32.622974,35.048473,31.005976,31.369801,26.509802,164431700.00
1/1/2010,31.854900,33.391048,24.416700,24.861376,21.009705,241796200.00
2/1/2010,25.184774,29.671949,24.901800,27.327299,23.093584,202941700.00
3/1/2010,27.408150,30.359175,26.720924,28.378349,23.981806,117626900.00
4/1/2010,28.701750,31.329374,27.246450,28.580475,24.152609,153650300.00
5/1/2010,28.984726,29.065575,25.265625,27.691126,23.401045,150081800.00
6/1/2010,27.367725,29.833651,26.276251,26.357100,22.273695,130613600.00
7/1/2010,26.437950,32.744251,25.710300,30.278324,25.587416,200062800.00
8/1/2010,30.723000,33.067650,29.469826,30.399599,25.689903,162766600.00
