Date,Open,High,Low,Close,Adj Close,Volume
1/1/2000,112.437500,124.750000,109.625000,112.250000,73.176918,175259600.00
2/1/2000,112.375000,119.750000,100.937500,102.750000,66.983772,133524400.00
3/1/2000,102.000000,128.250000,99.500000,118.375000,77.251106,194329000.00
4/1/2000,120.000000,128.000000,101.250000,111.500000,72.764526,168464800.00
5/1/2000,112.500000,113.625000,102.000000,107.312500,70.031761,123803200.00
6/1/2000,107.562500,122.312500,105.500000,109.562500,71.586372,136216300.00
7/1/2000,108.750000,117.812500,100.000000,112.250000,73.342323,150130400.00
8/1/2000,112.000000,134.250000,110.250000,132.015625,86.256882,121998000.00
9/1/2000,133.062500,134.937500,110.250000,112.625000,73.669716,107468400.00
10/1/2000,112.625000,119.625000,86.937500,98.500000,64.430336,223510000.00
11/1/2000,98.437500,104.375000,91.625000,93.500000,61.159737,130411900.00
12/1/2000,94.437500,104.750000,80.062500,85.000000,55.670521,167790700.00
1/1/2001,84.500000,116.750000,83.750000,112.000000,73.354088,198962600.00
2/1/2001,112.400002,118.639999,99.099998,99.900002,65.429230,156438900.00
3/1/2001,99.300003,108.400002,87.650002,96.180000,63.064625,254550000.00
4/1/2001,97.449997,118.050003,90.050003,115.139999,75.496574,226210900.00
5/1/2001,115.849998,119.900002,110.959999,111.800003,73.306541,159356200.00
6/1/2001,112.500000,119.000000,111.099998,113.500000,74.511230,142929700.00
7/1/2001,113.500000,115.400002,101.559998,105.209999,69.068962,161016400.00
8/1/2001,105.349998,110.089996,98.860001,99.949997,65.615852,143401500.00
9/1/2001,100.150002,103.129997,87.489998,91.720001,60.292427,189312500.00
10/1/2001,91.720001,112.099998,91.339996,108.070000,71.040100,224351500.00
11/1/2001,107.250000,117.000000,106.900002,115.589996,75.983391,135136300.00
12/1/2001,114.800003,124.699997,113.209999,120.959999,79.611488,133393800.00
1/1/2002,120.599998,126.389999,101.000000,107.889999,71.009262,193562900.00
2/1/2002,107.639999,109.300003,95.760002,98.120003,64.579056,172321000.00
3/1/2002,98.599998,108.849998,98.500000,104.000000,68.539307,151268500.00
4/1/2002,104.000000,104.000000,83.339996,83.760002,55.200497,246503300.00
5/1/2002,83.849998,86.489998,75.919998,80.449997,53.019096,172738400.00
6/1/2002,80.750000,80.949997,66.099998,72.000000,47.543491,190980700.00
7/1/2002,72.010002,74.199997,65.699997,70.400002,46.486988,246256900.00
8/1/2002,70.400002,82.849998,65.849998,75.379997,49.775391,166322300.00
9/1/2002,74.199997,77.500000,57.990002,58.310001,38.588890,185664400.00
10/1/2002,59.200001,79.790001,54.009998,78.940002,52.241600,285626300.00
11/1/2002,78.900002,88.110001,76.699997,86.919998,57.522667,184438100.00
12/1/2002,88.599998,89.459999,75.599998,77.500000,51.382961,151563500.00
1/1/2003,78.800003,88.949997,77.019997,78.199997,51.847095,193933500.00
2/1/2003,78.199997,80.050003,74.309998,77.949997,51.681332,145672700.00
3/1/2003,78.900002,84.900002,73.169998,78.430000,52.100719,191937200.00
4/1/2003,78.500000,86.489998,78.120003,84.900002,56.398716,177874300.00
5/1/2003,85.300003,90.400002,84.449997,88.040001,58.484608,149548000.00
6/1/2003,89.000000,89.080002,79.809998,82.500000,54.904793,184488300.00
7/1/2003,81.400002,87.029999,80.580002,81.250000,54.072891,153915600.00
8/1/2003,81.150002,84.720001,78.730003,82.010002,54.578697,113895200.00
9/1/2003,82.400002,93.470001,82.300003,88.330002,58.902752,171943100.00
10/1/2003,88.750000,94.540001,87.529999,89.480003,59.669655,156145400.00
11/1/2003,89.900002,91.480003,87.720001,90.540001,60.376503,97966100.00
12/1/2003,90.900002,94.120003,90.029999,92.680000,61.915489,116103600.00
1/1/2004,92.860001,99.849998,89.010002,99.230003,66.291275,139368500.00
2/1/2004,99.150002,100.430000,95.199997,96.500000,64.467476,97741900.00
3/1/2004,96.500000,97.599998,90.279999,91.839996,61.453766,124483700.00
4/1/2004,91.669998,94.550003,88.010002,88.169998,58.998032,110632000.00
5/1/2004,88.129997,89.750000,85.120003,88.589996,59.279095,104707300.00
6/1/2004,88.000000,91.209999,87.300003,88.150002,59.104240,91968600.00
7/1/2004,88.279999,88.440002,83.419998,87.070000,58.380108,121001000.00
8/1/2004,86.870003,87.389999,81.900002,84.690002,56.784340,91169700.00
9/1/2004,84.050003,87.279999,83.239998,85.739998,57.610100,93906300.00
10/1/2004,85.949997,90.269997,84.290001,89.750000,60.304489,118116100.00
11/1/2004,89.330002,96.629997,89.230003,94.239998,63.321381,114982100.00
12/1/2004,94.500000,99.000000,94.470001,98.580002,66.365555,108170400.00
1/1/2005,98.970001,99.099998,91.440002,93.419998,62.891792,114459000.00
2/1/2005,93.669998,94.970001,91.550003,92.580002,62.326263,79707700.00
3/1/2005,92.639999,93.730003,89.089996,91.379997,61.635746,106145200.00
4/1/2005,91.489998,91.760002,71.849998,76.379997,51.518276,216745500.00
5/1/2005,76.879997,78.110001,72.500000,75.550003,50.958454,138416000.00
6/1/2005,75.570000,77.730003,73.449997,74.199997,50.180798,135542800.00
7/1/2005,74.300003,85.110001,74.160004,83.459999,56.443241,156801500.00
8/1/2005,83.000000,84.199997,79.870003,80.620003,54.522594,105031100.00
9/1/2005,80.160004,82.110001,76.930000,80.220001,54.382542,115681400.00
10/1/2005,80.220001,84.599998,78.699997,81.879997,55.507896,139881800.00
11/1/2005,81.849998,89.940002,80.639999,88.900002,60.266884,110664500.00
12/1/2005,89.150002,89.919998,81.559998,82.199997,55.858421,120052400.00
1/1/2006,82.449997,85.029999,80.209999,81.300003,55.246830,146491600.00
2/1/2006,80.900002,82.239998,78.930000,80.239998,54.526535,111052200.00
3/1/2006,80.199997,84.989998,79.510002,82.470001,56.182625,111514900.00
4/1/2006,82.720001,84.449997,80.629997,82.339996,56.094074,114007000.00
5/1/2006,82.589996,83.690002,79.059998,79.900002,54.431828,113146500.00
6/1/2006,79.889999,80.870003,76.059998,76.820000,52.522770,139457800.00
7/1/2006,77.540001,78.529999,72.730003,77.410004,52.926174,137188300.00
8/1/2006,76.650002,81.680000,75.050003,80.970001,55.360191,100880300.00
