Date,Open,High,Low,Close,Adj Close,Volume
1/1/2000,49.750000,58.750000,45.250000,53.875000,38.607548,191715000.00
2/1/2000,53.812500,84.843750,52.937500,83.062500,59.546436,201823000.00
3/1/2000,83.718750,99.781250,71.906250,80.000000,57.350960,254960200.00
4/1/2000,80.000000,84.500000,64.125000,81.437500,58.381481,233164200.00
5/1/2000,81.875000,82.718750,60.125000,72.250000,51.810074,187896000.00
6/1/2000,74.375000,90.000000,67.937500,68.687500,49.255413,166510200.00
7/1/2000,69.000000,74.500000,55.875000,59.500000,42.667103,213534700.00
8/1/2000,59.812500,71.000000,53.000000,66.750000,47.881748,222566600.00
9/1/2000,68.437500,68.625000,46.500000,47.500000,34.073170,229679200.00
10/1/2000,49.187500,51.562500,35.000000,49.062500,35.193966,308037200.00
11/1/2000,47.750000,48.875000,36.687500,37.312500,26.778065,216262800.00
12/1/2000,37.937500,53.250000,36.750000,47.375000,33.999630,215394200.00
1/1/2001,46.625000,54.687500,40.020000,43.799999,31.433949,278001400.00
2/1/2001,44.000000,44.990002,28.250000,29.549999,21.217896,245996000.00
3/1/2001,29.000000,39.580002,28.600000,30.980000,22.244671,279047100.00
4/1/2001,31.600000,39.980000,26.260000,38.700001,27.787888,266287000.00
5/1/2001,38.700001,42.910000,32.700001,34.119999,24.513985,176434000.00
6/1/2001,34.669998,39.389999,28.250000,31.900000,22.918991,187848000.00
7/1/2001,32.000000,35.950001,28.889999,34.500000,24.787003,191570800.00
8/1/2001,36.389999,38.500000,32.000000,33.099998,23.797337,198364700.00
9/1/2001,33.099998,33.700001,20.100000,24.980000,17.959436,216508900.00
10/1/2001,25.250000,32.500000,22.750000,27.990000,20.123486,259196900.00
11/1/2001,28.000000,34.500000,27.990000,32.049999,23.058338,182133900.00
12/1/2001,31.510000,33.990002,25.500000,28.000000,20.144567,218841900.00
1/1/2002,28.650000,31.500000,25.280001,31.209999,22.453997,281335900.00
2/1/2002,31.209999,33.689999,28.100000,29.350000,21.132198,199166600.00
3/1/2002,29.730000,35.939999,29.650000,33.099998,23.832218,204641300.00
4/1/2002,33.000000,34.860001,30.120001,30.930000,22.269802,220904100.00
5/1/2002,31.000000,32.740002,27.000000,28.670000,20.657673,191687000.00
6/1/2002,28.700001,28.700001,22.150000,23.700001,17.076626,222626700.00
7/1/2002,24.400000,27.250000,21.110001,23.150000,16.680328,275465800.00
8/1/2002,23.000000,23.410000,18.160000,19.700001,14.207850,233706400.00
9/1/2002,19.200001,21.850000,14.210000,14.770000,10.652284,237257300.00
10/1/2002,15.000000,17.629999,13.100000,15.860000,11.438402,368359100.00
11/1/2002,15.860000,20.620001,14.100000,20.010000,14.450756,291628100.00
12/1/2002,20.020000,21.450001,14.800000,15.010000,10.839872,238583800.00
1/1/2003,15.300000,17.490000,13.900000,15.900000,11.482611,317661200.00
2/1/2003,15.900000,16.850000,14.350000,16.750000,12.112355,186965000.00
3/1/2003,16.900000,18.750000,15.350000,16.370001,11.837571,225879500.00
4/1/2003,16.420000,19.930000,15.960000,18.490000,13.370593,246334600.00
5/1/2003,18.450001,21.020000,18.150000,20.500000,14.842640,256958000.00
6/1/2003,20.740000,21.980000,17.350000,17.600000,12.742949,344803600.00
7/1/2003,17.600000,19.980000,17.209999,18.870001,13.662470,285586100.00
8/1/2003,18.650000,24.000000,17.860001,23.850000,17.287085,242705900.00
9/1/2003,23.760000,26.120001,22.570000,22.799999,16.526020,261224800.00
10/1/2003,22.980000,30.490000,22.870001,28.920000,20.961946,291300800.00
11/1/2003,29.200001,31.670000,25.020000,29.760000,21.586250,206194300.00
12/1/2003,30.250000,30.530001,27.280001,29.379999,21.310617,253091500.00
1/1/2004,29.629999,33.980000,29.100000,31.350000,22.739548,256211200.00
2/1/2004,31.420000,32.020000,29.290001,30.650000,22.247118,190850200.00
3/1/2004,30.650000,31.850000,26.799999,29.219999,21.209166,291431400.00
4/1/2004,29.360001,31.010000,24.650000,25.100000,18.218689,291188500.00
5/1/2004,25.200001,26.450001,24.010000,26.110001,18.966490,260646700.00
6/1/2004,25.910000,26.330000,22.940001,24.180000,17.564526,285143300.00
7/1/2004,24.070000,24.080000,20.059999,21.330000,15.494258,309887900.00
8/1/2004,21.120001,21.320000,18.059999,19.540001,14.209865,275420100.00
9/1/2004,19.450001,23.240000,18.549999,21.280001,15.475229,354732500.00
10/1/2004,21.730000,24.940001,20.559999,24.450001,17.780514,307525100.00
11/1/2004,24.370001,25.440001,23.480000,24.180000,17.602669,219394300.00
12/1/2004,24.309999,25.879999,23.120001,24.620001,17.922997,234257900.00
1/1/2005,24.930000,24.969999,20.700001,23.209999,16.896524,277113000.00
2/1/2005,23.120001,27.410000,22.879999,26.469999,19.291042,278208500.00
3/1/2005,26.900000,27.790001,24.500000,25.490000,18.576830,334945900.00
4/1/2005,25.780001,25.790001,22.510000,24.959999,18.190584,285406900.00
5/1/2005,25.000000,28.070000,24.930000,27.639999,20.164125,230484000.00
6/1/2005,27.559999,29.180000,26.700001,28.070000,20.477823,269197100.00
7/1/2005,28.049999,32.520000,27.250000,31.760000,23.169781,244126300.00
8/1/2005,31.980000,33.000000,31.110001,32.680000,23.859705,239089300.00
9/1/2005,32.599998,34.500000,31.900000,33.900002,24.750427,281115600.00
10/1/2005,34.000000,34.680000,27.150000,28.549999,20.844383,407327800.00
11/1/2005,28.299999,33.040001,28.100000,32.480000,23.738914,263080300.00
12/1/2005,32.700001,34.290001,31.790001,32.070000,23.439249,223976800.00
1/1/2006,32.160000,34.740002,29.219999,29.230000,21.363554,319439700.00
2/1/2006,29.080000,31.850000,28.719999,29.850000,21.838428,269893000.00
3/1/2006,30.290001,33.320000,29.799999,32.470001,23.755228,335592300.00
4/1/2006,32.400002,36.400002,31.870001,34.709999,25.394026,296190200.00
5/1/2006,34.709999,35.150002,30.879999,31.230000,22.867739,262247600.00
6/1/2006,31.230000,32.500000,28.520000,30.290001,22.179438,340511000.00
7/1/2006,30.540001,30.900000,26.770000,29.780001,21.805998,276139900.00
8/1/2006,29.469999,33.340000,28.639999,32.590000,23.887905,273229100.00
9/1/2006,32.450001,34.000000,30.490000,33.250000,24.371674,326765900.00
10/1/2006,33.119999,33.580002,29.719999,30.180000,22.121422,410926600.00
11/1/2006,30.230000,30.520000,28.340000,29.549999,21.687899,345243100.00
12/1/2006,29.450001,30.930000,28.430000,28.799999,21.137444,342461800.00
1/1/2007,29.120001,31.340000,28.240000,31.190001,22.891556,419026900.00
